context,question,label
"1. Đối tượng được hưởng lãi tiền gửi
Thực hiện theo quy định tại tiết a Khoản 2 Điều 11 Nghị định số 24/2016/NĐ-CP ngày 05/4/2016 của Chính phủ quy định chế độ quản lý ngân quỹ nhà nước.
2. Đối tượng không được hưởng lãi
Thực hiện theo quy định tại tiết b Khoản 2 Điều 11 Nghị định số 24/2016/NĐ-CP ngày 05/4/2016 của Chính phủ quy định chế độ quản lý ngân quỹ nhà nước.
3. Mức lãi suất tiền gửi và phương pháp tính
a) Mức lãi suất tiền gửi
Tài khoản tiền gửi của đơn vị, tổ chức mở tại các đơn vị KBNN quy định tại Khoản 1 nêu trên được hưởng lãi theo mức lãi suất của Ngân hàng Nhà nước Việt Nam trả cho KBNN tại thời điểm tính lãi.
b) Phương pháp tính
- Lãi tiền gửi trả các đơn vị, tổ chức được KBNN tính một lần vào ngày cuối cùng của tháng và được chuyển trả đơn vị chậm nhất trong 05 ngày đầu của tháng sau trừ ngày nghỉ, ngày lễ.
- Số dư tính lãi là số dư đầu ngày của tất cả các ngày trong tháng (số ngày thực tế) có trên tài khoản tiền gửi của đơn vị, tổ chức.
- Số ngày tính lãi trong tháng là số ngày thực tế duy trì số dư đầu mỗi ngày trong tháng (số ngày thực tế là số ngày của tháng tính lãi có thể là 28, 29, 30 hoặc 31 ngày).
- Lãi suất được tính theo tỷ lệ %/năm (lãi suất năm) của Ngân hàng nhà nước trả cho KBNN tại thời điểm tính lãi.
- Số lãi phải trả cho đơn vị, tổ chức được tính theo phương pháp tính lãi tính theo tích số, công thức tính như sau:",Đối tượng không được hưởng lãi tiền gửi khi mở tài khoản tại kho bạc nhà nước được quy định như thế nào?,1
"1. Các đối tượng mở tài Khoản tại Kho bạc Nhà nước, bao gồm:
a) Quỹ ngân sách nhà nước, quỹ dự trữ tài chính nhà nước.
b) Các đơn vị sử dụng kinh phí ngân sách nhà nước, các chủ đầu tư, ban quản lý dự án và các tổ chức được ngân sách nhà nước hỗ trợ thường xuyên phải mở tài Khoản tại Kho bạc Nhà nước theo quy định của Luật Ngân sách nhà nước để giao dịch, thanh toán.
c) Cơ quan nhà nước có thẩm quyền mở tài Khoản tạm thu, tạm giữ; các đơn vị dự toán mở tài Khoản tiền gửi.
d) Các quỹ tài chính nhà nước và các đơn vị, tổ chức kinh tế khác mở tài Khoản tiền gửi tại Kho bạc Nhà nước theo quy định của pháp luật.
đ) Các đơn vị sự nghiệp thực hiện chế độ tự chủ có thể mở tài Khoản tại Kho bạc Nhà nước hoặc ngân hàng thương mại để thực hiện các Khoản thu, chi dịch vụ, liên doanh, liên kết.
2. Việc trả lãi cho các đối tượng mở tài Khoản tại Kho bạc Nhà nước được thực hiện như sau:
a) Các đối tượng được Kho bạc Nhà nước trả lãi, bao gồm: quỹ dự trữ tài chính thuộc ngân sách trung ương và ngân sách tỉnh, thành phố; các quỹ tài chính nhà nước gửi tại Kho bạc Nhà nước; tiền của các đơn vị, tổ chức không có nguồn gốc từ ngân sách nhà nước mở tại Kho bạc Nhà nước.
Mức lãi suất được thực hiện theo mức lãi suất mà Ngân hàng Nhà nước Việt Nam trả cho Kho bạc Nhà nước tại thời Điểm tính lãi.
b) Các đối tượng không được Kho bạc Nhà nước trả lãi, bao gồm: tồn quỹ ngân sách các cấp và tiền gửi của các đơn vị, tổ chức có nguồn gốc từ ngân sách nhà nước.
3. Việc thu phí thanh toán đối với các đối tượng mở tài Khoản tại Kho bạc Nhà nước được thực hiện như sau:
a) Các đối tượng phải trả phí thanh toán, bao gồm: Tiền của các đơn vị tổ chức không có nguồn gốc từ ngân sách nhà nước gửi tại Kho bạc Nhà nước.
Mức phí thanh toán được thực hiện theo mức phí mà ngân hàng thu đối với Kho bạc Nhà nước tại thời Điểm tính phí.
b) Các đối tượng không phải trả phí thanh toán, bao gồm: Các Khoản thanh toán của ngân sách nhà nước; quỹ dự trữ tài chính thuộc ngân sách trung ương và ngân sách cấp tỉnh; các quỹ tài chính nhà nước và tiền gửi của các đơn vị, tổ chức có nguồn gốc từ ngân sách nhà nước tại Kho bạc Nhà nước.",Đối tượng không được hưởng lãi tiền gửi khi mở tài khoản tại kho bạc nhà nước được quy định như thế nào?,1
"1. Bộ Tài nguyên và Môi trường cấp, gia hạn, điều chỉnh, đình chỉ hiệu lực, thu hồi và cấp lại giấy phép đối với các trường hợp sau đây:
a) Khai thác, sử dụng tài nguyên nước đối với các công trình quan trọng quốc gia thuộc thẩm quyền phê duyệt của Thủ tướng Chính phủ;
b) Thăm dò, khai thác nước dưới đất đối với công trình có lưu lượng từ 3.000 m3/ngày đêm trở lên;
c) Khai thác, sử dụng nước mặt cho sản xuất nông nghiệp, nuôi trồng thủy sản với lưu lượng từ 2 m3/giây trở lên;
d) Khai thác, sử dụng nước mặt để phát điện với công suất lắp máy từ 2.000 kw trở lên;
đ) Khai thác, sử dụng nước mặt cho các mục đích khác với lưu lượng từ 50.000 m3/ngày đêm trở lên;
e) Khai thác, sử dụng nước biển cho mục đích sản xuất, kinh doanh, dịch vụ với lưu lượng từ 100.000 m3/ngày đêm trở lên;
g) Xả nước thải với lưu lượng từ 30.000 m3/ngày đêm trở lên đối với hoạt động nuôi trồng thủy sản;
h) Xả nước thải với lưu lượng từ 3.000 m3/ngày đêm trở lên đối với các hoạt động khác.
2. Ủy ban nhân dân cấp tỉnh cấp, gia hạn, điều chỉnh, đình chỉ hiệu lực, thu hồi và cấp lại giấy phép đối với các trường hợp không quy định tại Khoản 1 Điều này.",Đơn vị nào có thẩm quyền cấp giấy phép khai thác nước dưới mặt đất?,1
"Cơ quan tiếp nhận và quản lý hồ sơ, giấy phép (sau đây gọi chung là cơ quan tiếp nhận hồ sơ) bao gồm:
1. Cục Quản lý tài nguyên nước thuộc Bộ Tài nguyên và Môi trường có trách nhiệm tiếp nhận, thẩm định và quản lý hồ sơ, giấy phép thuộc thẩm quyền cấp phép của Bộ Tài nguyên và Môi trường.
2. Sở Tài nguyên và Môi trường có trách nhiệm tiếp nhận, thẩm định và quản lý hồ sơ, giấy phép thuộc thẩm quyền cấp phép của Ủy ban nhân dân cấp tỉnh.",Đơn vị nào có thẩm quyền cấp giấy phép khai thác nước dưới mặt đất?,0
"1. Thương nhân Việt Nam được quyền kinh doanh chuyển khẩu hàng hóa theo quy định sau:
a) Đối với hàng hóa cấm xuất khẩu, cấm nhập khẩu; hàng hóa tạm ngừng xuất khẩu, tạm ngừng nhập khẩu; hàng hóa chưa được phép lưu hành, sử dụng tại Việt Nam; hàng hóa thuộc diện quản lý bằng biện pháp hạn ngạch xuất khẩu, hạn ngạch nhập khẩu, hạn ngạch thuế quan, giấy phép xuất khẩu, nhập khẩu, trừ trường hợp Giấy phép xuất khẩu tự động, Giấy phép nhập khẩu tự động, thương nhân phải được Bộ Công Thương cấp Giấy phép kinh doanh chuyển khẩu. Trường hợp kinh doanh chuyển khẩu theo hình thức hàng hóa được vận chuyển thẳng từ nước xuất khẩu đến nước nhập khẩu, không qua cửa khẩu Việt Nam, thương nhân không phải có Giấy phép kinh doanh chuyển khẩu.
b) Trường hợp hàng hóa không thuộc quy định tại Điểm a Khoản 1 Điều này, thương nhân không phải có Giấy phép kinh doanh chuyển khẩu của Bộ Công Thương.
2. Tổ chức kinh tế có vốn đầu tư nước ngoài không được thực hiện hoạt động kinh doanh chuyển khẩu hàng hóa.
3. Chuyển khẩu hàng hóa được thực hiện trên cơ sở hai hợp đồng riêng biệt: Hợp đồng mua hàng và hợp đồng bán hàng do doanh nghiệp ký với thương nhân nước ngoài. Hợp đồng mua hàng có thể ký trước hoặc sau hợp đồng bán hàng,
4. Hàng hóa kinh doanh chuyển khẩu phải được đưa vào, đưa ra khỏi Việt Nam tại cùng một khu vực cửa khẩu và chịu sự kiểm tra, giám sát của cơ quan hải quan từ khi đưa vào Việt Nam cho tới khi được đưa ra khỏi Việt Nam.
5. Việc thanh toán tiền hàng kinh doanh chuyển khẩu phải tuân thủ các quy định về quản lý ngoại hối và hướng dẫn của Ngân hàng Nhà nước Việt Nam.",Quyền kinh doanh chuyển khẩu hàng hóa của thương nhân Việt Nam được quy định như thế nào?,1
"1. Thương nhân kinh doanh chuyển khẩu hàng hóa thuộc Danh mục hàng hóa cấm xuất khẩu, cấm nhập khẩu; hàng hóa tạm ngừng xuất khẩu, tạm ngừng nhập khẩu; hàng hóa chưa được phép lưu hành, sử dụng tại Việt Nam; hàng hóa thuộc diện quản lý bằng biện pháp hạn ngạch xuất khẩu, hạn ngạch nhập khẩu, hạn ngạch thuế quan, giấy phép xuất khẩu, nhập khẩu phải có giấy phép chuyển khẩu hàng hóa, trừ trường hợp việc chuyển khẩu không qua cửa khẩu Việt Nam.
2. Thương nhân chỉ phải làm thủ tục chuyển khẩu tại cơ quan hải quan cửa khẩu đối với hàng hóa không thuộc quy định tại khoản 1 Điều này.
3. Hàng hóa chuyển khẩu qua cửa khẩu Việt Nam chịu sự giám sát của cơ quan hải quan cho tới khi thực xuất khẩu ra khỏi lãnh thổ Việt Nam.
4. Chính phủ quy định chi tiết Điều này.
Tiểu mục 2. QUÁ CẢNH HÀNG HÓA",Quyền kinh doanh chuyển khẩu hàng hóa của thương nhân Việt Nam được quy định như thế nào?,0
"1. Phạt tiền từ 3.000.000 đồng đến 5.000.000 đồng đối với một trong các hành vi sau đây:
a) Không đáp ứng điều kiện bảo quản theo quy chuẩn, tiêu chuẩn hoặc quy định an toàn thực phẩm tương ứng trong quá trình vận chuyển;
b) Vận chuyển chung thực phẩm, phụ gia thực phẩm, chất hỗ trợ chế biến thực phẩm, dụng cụ, vật liệu bao gói, chứa đựng tiếp xúc trực tiếp với thực phẩm với các loại hàng hóa khác có nguy cơ gây ô nhiễm thực phẩm, trừ vi phạm quy định tại điểm b khoản 3 Điều này.
2. Phạt tiền từ 5.000.000 đồng đến 7.000.000 đồng đối với hành vi sử dụng phương tiện vận chuyển gây ô nhiễm thực phẩm, phụ gia thực phẩm, chất hỗ trợ chế biến thực phẩm, dụng cụ, vật liệu bao gói, chứa đựng tiếp xúc trực tiếp với thực phẩm.
3. Phạt tiền từ 7.000.000 đồng đến 10.000.000 đồng đối với hành vi sử dụng phương tiện đã vận chuyển chất độc hại chưa được tẩy rửa sạch để vận chuyển thực phẩm, phụ gia thực phẩm, chất hỗ trợ chế biến thực phẩm, dụng cụ, vật liệu bao gói, chứa đựng tiếp xúc trực tiếp với thực phẩm.
4. Phạt tiền từ 10.000.000 đồng đến 15.000.000 đồng đối với hành vi vận chuyển chung thực phẩm, phụ gia thực phẩm, chất hỗ trợ chế biến thực phẩm, dụng cụ, vật liệu bao gói, chứa đựng tiếp xúc trực tiếp với thực phẩm với chất, hóa chất độc hại có nguy cơ gây ô nhiễm thực phẩm.
5. Biện pháp khắc phục hậu quả:
a) Buộc ngừng việc sử dụng phương tiện vận chuyển đối với vi phạm quy định tại Điều này;
b) Buộc thay đổi mục đích sử dụng hoặc tái chế hoặc buộc tiêu hủy thực phẩm, phụ gia thực phẩm, chất hỗ trợ chế biến thực phẩm, dụng cụ, vật liệu bao gói, chứa đựng tiếp xúc trực tiếp với thực phẩm vi phạm quy định tại các khoản 2, 3 và 4 Điều này.",Mức phạt khi vận chuyển thực phẩm chung với hóa chất độc hại có nguy cơ gây ô nhiễm được quy định như thế nào?,1
"1. Mức phạt tiền tối đa đối với một hành vi vi phạm hành chính về an toàn thực phẩm là 100.000.000 đồng đối với cá nhân, 200.000.000 đồng đối với tổ chức, trừ các trường hợp quy định tại khoản 5 Điều 4; khoản 6 Điều 5; khoản 5 Điều 6; khoản 7 Điều 11; các khoản 1 và 9 Điều 22; khoản 6 Điều 26 Nghị định này.
2. Mức phạt tiền quy định tại Chương II Nghị định này là mức phạt đối với cá nhân, trừ quy định tại khoản 5 Điều 4; khoản 6 Điều 5; khoản 5 Điều 6; khoản 7 Điều 11; Điều 18; Điều 19; các khoản 1 và 9 Điều 22; Điều 24; khoản 6 Điều 26 Nghị định này là mức phạt đối với tổ chức. Đối với cùng một hành vi vi phạm hành chính thì mức phạt tiền đối với tổ chức gấp 02 lần mức phạt tiền đối với cá nhân.
3. Tổ chức quy định tại các khoản 1 và 2 Điều này gồm:
a) Tổ chức kinh tế được thành lập theo quy định của Luật doanh nghiệp gồm: Doanh nghiệp tư nhân, công ty cổ phần, công ty trách nhiệm hữu hạn, công ty hợp danh và các đơn vị phụ thuộc doanh nghiệp (chi nhánh, văn phòng đại diện);
b) Tổ chức kinh tế được thành lập theo quy định của Luật hợp tác xã gồm: Hợp tác xã, liên hiệp hợp tác xã;
c) Tổ chức kinh tế được thành lập theo quy định của Luật đầu tư gồm: Nhà đầu tư trong nước, nhà đầu tư nước ngoài và tổ chức kinh tế có vốn đầu tư nước ngoài;
d) Văn phòng đại diện, chi nhánh của thương nhân nước ngoài tại Việt Nam; văn phòng đại diện của tổ chức xúc tiến thương mại nước ngoài tại Việt Nam;
đ) Tổ chức xã hội, tổ chức chính trị xã hội, tổ chức xã hội nghề nghiệp;
e) Các đơn vị sự nghiệp công lập và các tổ chức khác theo quy định của pháp luật.
4. Cá nhân quy định tại các khoản 1 và 2 Điều này là các đối tượng không thuộc quy định tại khoản 3 Điều này.",Mức phạt khi vận chuyển thực phẩm chung với hóa chất độc hại có nguy cơ gây ô nhiễm được quy định như thế nào?,0
"1. Việc xác định giá trị quỹ đất thanh toán thực hiện theo quy định tại Điều 6 Nghị định này, cụ thể như sau:
a) Trường hợp giao đất có thu tiền sử dụng đất thì giá trị quỹ đất thanh toán là tiền sử dụng đất được xác định theo quy định của pháp luật về thu tiền sử dụng đất.
b) Trường hợp cho thuê đất thì giá trị quỹ đất thanh toán là tiền thuê đất nộp một lần cho cả thời gian thuê được xác định theo quy định của pháp luật về thu tiền thuê đất, thuê mặt nước.
2. Việc thanh toán Dự án BT bằng quỹ đất thực hiện theo nguyên tắc ngang giá; theo đó giá trị quỹ đất tương đương với giá trị của khối lượng xây dựng công trình Dự án BT hoàn thành theo tiến độ được cơ quan nhà nước có thẩm quyền xác định theo quy định của pháp luật; cụ thể:
a) Căn cứ khối lượng xây dựng công trình Dự án BT hoàn thành theo tiến độ, cơ quan nhà nước có thẩm quyền xác định giá trị quỹ đất tương đương để thanh toán. Việc hạch toán thu, chi ngân sách nhà nước được thực hiện theo quy định tại Điều 16 Nghị định này.
b) Trường hợp giá trị quỹ đất thanh toán lớn hơn giá trị Dự án BT thì Nhà đầu tư nộp phần chênh lệch bằng tiền vào ngân sách nhà nước. Trường hợp giá trị quỹ đất thanh toán nhỏ hơn giá trị Dự án BT thì Nhà nước thanh toán phần chênh lệch cho Nhà đầu tư bằng tiền hoặc bằng quỹ đất tại thời điểm quyết toán Dự án BT hoàn thành.
3. Cơ quan nhà nước có thẩm quyền cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất (sau đây gọi là Giấy chứng nhận) cho Nhà đầu tư theo quy định của pháp luật về đất đai đối với phần diện tích của quỹ đất thanh toán tương ứng với phần giá trị Dự án BT hoàn thành theo tiến độ được cơ quan nhà nước có thẩm quyền xác định theo quy định của pháp luật về đầu tư, xây dựng.
4. Sau khi Ủy ban nhân dân cấp tỉnh ban hành quyết định giao đất, cho thuê đất, các Bên ký kết Hợp đồng BT có trách nhiệm xác định lãi vay huy động vốn đầu tư trong phương án tài chính của Hợp đồng BT đối với phần giá trị công trình Dự án BT hoàn thành theo tiến độ tương ứng với phần giá trị quỹ đất thanh toán tính đến ngày Ủy ban nhân dân cấp tỉnh ban hành quyết định giao đất, cho thuê đất và ký kết Phụ lục Hợp đồng BT ghi nhận giá trị Dự án BT đã điều chỉnh.
5. Khi Dự án BT hoàn thành và phê duyệt quyết toán theo quy định, căn cứ giá trị khối lượng công trình BT theo Hợp đồng và các Phụ lục Hợp đồng BT (nếu có), các Bên ký kết Hợp đồng BT thực hiện xác định giá trị quỹ đất để thực hiện thanh toán như sau:
a) Trường hợp tổng giá trị quỹ đất thanh toán lớn hơn tổng giá trị Dự án BT thì Nhà đầu tư phải nộp số chênh lệch bằng tiền vào ngân sách nhà nước hoặc giảm trừ quỹ đất tương ứng. Ủy ban nhân dân cấp tỉnh xem xét, quyết định, đảm bảo đúng quy định của pháp luật và chịu trách nhiệm về quyết định của mình.
b) Trường hợp tổng giá trị quỹ đất thanh toán nhỏ hơn tổng giá trị Dự án BT thì Nhà nước thanh toán số chênh lệch bằng tiền hoặc bằng quỹ đất cho Nhà đầu tư; trường hợp thanh toán phần chênh lệch bằng quỹ đất giao cho Nhà đầu tư phải đảm bảo nguyên tắc ngang giá, theo đó giá trị quỹ đất giao thêm phải tương đương giá trị phần chênh lệch giữa tổng giá trị điều chỉnh quỹ đất thanh toán với tổng giá trị điều chỉnh Dự án BT.
c) Sau khi hoàn thành việc thanh toán theo quy định tại điểm a, điểm b Khoản này, các Bên ký kết Hợp đồng BT ký biên bản xác nhận hoàn thành việc thanh toán để thanh lý Hợp đồng BT theo quy định của pháp luật.",Cấp giấy chứng nhận quyền sử dụng đất đối với quỹ đất đã giải phóng mặt bằng thanh toán cho dự án BT được quy định như thế nào?,1
"1. Quỹ đất thanh toán cho Nhà đầu tư áp dụng hình thức Nhà nước giao đất có thu tiền sử dụng đất hoặc cho thuê đất thu tiền thuê đất một lần cho cả thời gian thuê theo quy định của pháp luật về đất đai.
2. Quỹ đất thanh toán cho Nhà đầu tư là đất chưa giải phóng mặt bằng hoặc đất đã hoàn thành giải phóng mặt bằng, đảm bảo đúng quy định sau:
a) Đất thuộc quy hoạch, kế hoạch sử dụng đất được cơ quan nhà nước có thẩm quyền phê duyệt.
b) Việc thu hồi đất đối với quỹ đất thanh toán cho Nhà đầu tư thực hiện Dự án BT phải tuân thủ đúng quy định của pháp luật về đất đai.
c) Trường hợp sử dụng quỹ đất đã hoàn thành giải phóng mặt bằng để thanh toán cho Nhà đầu tư thực hiện Dự án BT thì Ủy ban nhân dân cấp tỉnh báo cáo Thủ tướng Chính phủ xem xét, quyết định trước khi quyết định chủ trương đầu tư Dự án.
3. Cơ quan nhà nước có thẩm quyền lựa chọn quỹ đất thanh toán cho Nhà đầu tư quy định tại khoản 2 Điều này đảm bảo giá trị quỹ đất dự kiến thanh toán tương đương với giá trị Dự án BT được phê duyệt, trong đó:
a) Khi ký Hợp đồng BT, trường hợp chưa xác định được giá trị quỹ đất thực tế thì giá trị quỹ đất dự kiến thanh toán tương đương được xác định tại thời điểm ký Hợp đồng BT bằng (=) Diện tích quỹ đất dự kiến giao nhân (x) với Giá đất theo mục đích sử dụng mới tại Bảng giá đất do Ủy ban nhân dân cấp tỉnh ban hành nhân (x) với Hệ số điều chỉnh giá đất để tính thu tiền sử dụng đất, thu tiền thuê đất do Ủy ban nhân dân cấp tỉnh ban hành.
b) Khi cơ quan nhà nước có thẩm quyền có quyết định giao đất, cho thuê đất thì thực hiện xác định giá trị quỹ đất thanh toán theo quy định tại Điều 6 Nghị định này.",Cấp giấy chứng nhận quyền sử dụng đất đối với quỹ đất đã giải phóng mặt bằng thanh toán cho dự án BT được quy định như thế nào?,0
"Thu nhập từ chuyển nhượng tài sản là thu nhập dưới mọi hình thức từ việc bán, chuyển nhượng (toàn bộ hoặc một phần) hoặc trao đổi tài sản và quyền đối với tài sản; kể cả trường hợp đưa tài sản vào một cơ sở kinh doanh để đổi lấy các quyền tại cơ sở kinh doanh đó.",Định nghĩa thu nhập từ chuyển nhượng tài sản theo Hiệp định tránh đánh thuế hai lần được quy định như thế nào?,1
"1. Khi hoạt động thông tin, báo chí tại Việt Nam, phóng viên không thường trú phải mang theo Giấy phép hoạt động báo chí do Bộ Ngoại giao cấp và hộ chiếu; phải hoạt động theo đúng mục đích và chương trình đã được ghi trong Giấy phép và theo sự hướng dẫn của cơ quan hướng dẫn phóng viên.
2. Chương trình hoạt động của phóng viên không thường trú có thể được điều chỉnh, bổ sung sau khi được phép của Bộ Ngoại giao.",Phóng viên không thường trú tại Việt Nam khi thực hiện hoạt động thông tin báo chí có cần mang theo hộ chiếu không?,1
"1. Phóng viên thường trú được Bộ Ngoại giao cấp Thẻ phóng viên nước ngoài, có giá trị không quá 12 tháng, phù hợp với thời hạn thị thực nhập - xuất cảnh của phóng viên. Phóng viên thường trú có đề nghị cấp Thẻ phóng viên nước ngoài gửi 01 bộ hồ sơ đề nghị trực tiếp hoặc qua bưu điện đến Bộ Ngoại giao.
Hồ sơ đề nghị cấp Thẻ phóng viên nước ngoài gồm:
a) Văn bản đề nghị cấp Thẻ phóng viên nước ngoài của phóng viên thường trú theo mẫu do Bộ Ngoại giao ban hành.
b) Bản chụp hộ chiếu của phóng viên thường trú.
c) 02 ảnh chân dung 03 cm x 04 cm của phóng viên thường trú.
2. Phóng viên thường trú có đề nghị cấp lại Thẻ phóng viên nước ngoài do bị hỏng, bị mất gửi 01 bộ hồ sơ đề nghị trực tiếp hoặc qua bưu điện đến Bộ Ngoại giao.
Hồ sơ đề nghị cấp lại Thẻ phóng viên nước ngoài gồm:
a) Văn bản đề nghị cấp lại Thẻ phóng viên nước ngoài của phóng viên thường trú theo mẫu do Bộ Ngoại giao ban hành.
b) Bản chụp hộ chiếu của phóng viên thường trú.
c) 02 ảnh chân dung 03 cm x 04 cm của phóng viên thường trú.
d) Thẻ phóng viên nước ngoài (trong trường hợp thẻ bị hỏng).
đ) Đơn trình bày mất Thẻ phóng viên nước ngoài có xác nhận của cơ quan công an (trong trường hợp thẻ bị mất).
3. Chậm nhất 15 ngày làm việc trước khi Thẻ phóng viên nước ngoài hết hạn, phóng viên thường trú phải làm thủ tục gia hạn Thẻ phóng viên nước ngoài nếu được Bộ Ngoại giao cho phép tiếp tục làm phóng viên thường trú. Phóng viên thường trú có đề nghị gia hạn Thẻ phóng viên nước ngoài gửi 01 bộ hồ sơ đề nghị gia hạn thẻ trực tiếp hoặc qua bưu điện đến Bộ Ngoại giao.
Hồ sơ đề nghị gia hạn Thẻ phóng viên nước ngoài gồm:
a) Văn bản thông báo tiếp tục cử phóng viên thường trú tại Việt Nam của người có thẩm quyền của cơ quan báo chí nước ngoài theo mẫu do Bộ Ngoại giao ban hành.
b) Thẻ phóng viên nước ngoài của phóng viên thường trú.
c) Bản chụp hộ chiếu của phóng viên thường trú.
4. Trong thời hạn 03 ngày làm việc kể từ khi nhận được hồ sơ đề nghị, Bộ Ngoại giao hoàn thành việc cấp, cấp lại hoặc gia hạn Thẻ phóng viên nước ngoài. Trong trường hợp từ chối cấp, cấp lại hoặc gia hạn Thẻ phóng viên nước ngoài, Bộ Ngoại giao thông báo bằng văn bản cho phóng viên nước ngoài.
5. Khi hoạt động Thông tin, báo chí tại Việt Nam, phóng viên thường trú phải mang theo Thẻ phóng viên nước ngoài, hộ chiếu và xuất trình cho các cơ quan chức năng của Việt Nam khi được yêu cầu.
6. Khi phóng viên thường trú chấm dứt hoạt động tại Việt Nam, Văn phòng thường trú phải thông báo cho Bộ Ngoại giao bằng văn bản ít nhất 15 ngày làm việc trước khi phóng viên chấm dứt hoạt động và phải nộp lại Thẻ phóng viên nước ngoài cho Bộ Ngoại giao trước khi phóng viên xuất cảnh Việt Nam.",Phóng viên không thường trú tại Việt Nam khi thực hiện hoạt động thông tin báo chí có cần mang theo hộ chiếu không?,0
"1. Chánh án Tòa án nhân dân cấp huyện giải quyết khiếu nại lần đầu đối với các khiếu nại quyết định, hành vi của mình, của công chức và người lao động thuộc quyền quản lý của Chánh án Tòa án nhân dân cấp huyện.
2. Chánh án Tòa án nhân dân cấp tỉnh giải quyết đối với các khiếu nại sau:
a) Giải quyết khiếu nại lần đầu đối với các khiếu nại quyết định, hành vi của mình, của công chức, người lao động thuộc quyền quản lý của Chánh án Tòa án nhân dân cấp tỉnh;
b) Giải quyết khiếu nại lần hai đối với khiếu nại quyết định, hành vi của Chánh án Tòa án nhân dân cấp huyện, của công chức, người lao động thuộc quyền quản lý của Chánh án Tòa án nhân dân cấp huyện đã giải quyết lần đầu nhưng còn khiếu nại hoặc khiếu nại lần đầu đã hết thời hạn nhưng chưa được giải quyết.
3. Chánh án Tòa án nhân dân cấp cao giải quyết khiếu nại lần đầu đối với các khiếu nại quyết định, hành vi của mình, của công chức và người lao động thuộc quyền quản lý của Chánh án Tòa án nhân dân cấp cao.
4. Chánh án Tòa án nhân dân tối cao giải quyết các khiếu nại sau:
a) Giải quyết khiếu nại lần đầu đối với các khiếu nại quyết định, hành vi của mình, của công chức, viên chức và người lao động thuộc quyền quản lý của Chánh Tòa án nhân dân tối cao;
b) Giải quyết khiếu nại lần hai đối với khiếu nại quyết định, hành vi của Chánh án Tòa án nhân dân cấp tỉnh, Chánh án Tòa án nhân dân cấp cao, của công chức và người lao động thuộc thẩm quyền quản lý của Chánh án Tòa án nhân dân cấp tỉnh, Chánh án Tòa án nhân dân cấp cao đã giải quyết lần đầu nhưng còn khiếu nại hoặc khiếu nại lần đầu đã hết thời hạn nhưng chưa được giải quyết.",Các khiêu nại nào thuộc thẩm quyền giải quyết của Chánh án Tòa án nhân dân tối cao?,1
"1. Khiếu nại quyết định, hành vi của người tiến hành tố tụng là Thẩm phán, Phó Chánh án, Thẩm tra viên, Thư ký Tòa án, Hội thẩm nhân dân do Chánh án Tòa án đang giải quyết vụ án hành chính có thẩm quyền giải quyết.
Đối với khiếu nại quyết định, hành vi tố tụng của Chánh án Tòa án thì Chánh án Tòa án trên một cấp trực tiếp có thẩm quyền giải quyết.
2. Khiếu nại quyết định, hành vi của người tiến hành tố tụng là Kiểm sát viên, Phó Viện trưởng Viện kiểm sát, Kiểm tra viên do Viện trưởng Viện kiểm sát giải quyết.
Đối với khiếu nại quyết định, hành vi tố tụng của Viện trưởng Viện kiểm sát thì Viện trưởng Viện kiểm sát cấp trên trực tiếp có thẩm quyền giải quyết.
3. Khiếu nại quyết định giải quyết khiếu nại lần đầu của Chánh án Tòa án, Viện trưởng Viện kiểm sát quy định tại khoản 1 và khoản 2 Điều này do Chánh án Tòa án trên một cấp trực tiếp, Viện trưởng Viện kiểm sát cấp trên trực tiếp giải quyết.",Các khiêu nại nào thuộc thẩm quyền giải quyết của Chánh án Tòa án nhân dân tối cao?,0
